"Client","Fork from","FLOSS","Runs on","Runs on","Runs on","Kad","Unicode","Languages supp","Development Status"
"Client","Fork from","FLOSS","Linux","Windows","Mac OS X","Kad","Unicode","Languages supp","Development Status"
"eDonkey2000","-","No","Yes","Yes","Yes","No","No","1","Discontinued"
"aMule","xMule","GPL","Yes","Yes","Yes","Yes","Yes","28","Active"
"eMule and its Mods","-","GPL","No","Yes","No","Yes","Yes","43","Active"
"eMule Plus","eMule","GPL","No","Yes","No","No","Yes","31","Abandoned"
"MLDonkey","-","GPL","Yes","Yes","Yes","Yes","Yes","3","Active"
"Shareaza","-","GPL","No","Yes","No","No","Yes","31","Active"
"xMule","lMule","GPL","Yes","No","No","No","No","?","Abandoned"
"Client","Client","Play While Downloading","PowerShare","Dynamic Upload","SUQWT","SubChunk Transfer","Drop Sources","Push small files","ZZ ratio","AntiLeech","IPFilter","Slot Control"
"aMule","aMule","Yes","Yes","UBT","No","No","Yes","No","No","No","Yes","Yes"
"eMule","Official","No","No","USS","No","No","No","No","No","No","Yes","No"
"eMule","Osp","Yes","No","USS","No","No","No","No","No","No","Yes","No"
"eMule","AnalyZZUL","No","Yes","USS","Yes","No","No","No","fixed 1:3 Ratio","Client Analyzer","Yes","ZZ Slot Focus"
"eMule","beba","No","Release Priority","USS","Yes","No","Yes","No","No","Client Analyzer","Yes","Slot Focus, Upload Slot Control"
"eMule","Magic Angel","No","Yes","SUC, USS","Yes","No","No","Yes","Yes","ARGOS","Yes","SlotFocus, trickleSlots"
"eMule","Mephisto","No","PS & PowerRelease","NAFC","Yes","No","Yes","Yes","optional: 1:3 ratio or source limits or enforced with chooseable ratio or dynamic by friendslot","DLP","Yes","Slotfocus"
"eMule","MorphXT","No","PowerShare & Release Priority","SUC, USS","Yes","No","No","Yes","optional: dynamic 1:3 Ratio","Stringlist, Stricter protocol checks","Yes","SlotFocus, trickleSlots"
"eMule","NeoMule","No","PowerShare & Release Priority","USS, NAFC, NeoBC","Yes","Yes","Yes (including IpBlock)","custom","optional 1:4 Ratio","ARGOS (including DLP support)","Yes","SlotFocus, trickleSlots, Badwolf, manuel"
"eMule","ScarAngel","No","PS & PowerRelease","NAFC","Yes","No","Yes","Yes","optional: 1:3 ratio or source limits or enforced with chooseable ratio","DLP","Yes","Xtreme Upload System"
"eMule","SharkX","No","Power Release","No","Yes","No","Yes","Only incomplete","taz dynamic ratio","Client Analyzer","Yes","Slot Focus"
"eMule","Sivka","No","Release priority","USS","No","No","Yes (incl. List)","Yes","No","No","Yes","Yes"
"eMule","Spike2","No","Yes","USS","No","No","Yes (incl. List)","No","No","Stringlist + Client Analyzer","Yes","Slotfocus, Min/Max. Slots"
"eMule","StulleMule","No","Yes","SUC, USS","Yes","No","Yes (incl. List)","Yes","dynamic 1:3 Ratio or enforced choosable ratio","DLP methods","Yes","USC, Slotfocus"
"eMule","Xtreme","No","PowerRelease","NAFC","No","No","Yes","Yes","optional: 1:3 ratio or source limits","DLP","Yes","Xtreme Upload System"
"eMule","X-Ray","No","Yes","USS","Yes","No","List+Variable Blocktime","No","No","Argos (with own DLP)","Yes","Slotspeed"
"eMule","ZZUL","No","Yes","USS","No","No","No","No","fixed 1:3 Ratio","No","Yes","SlotFocus"
"eMule","ZZUL BastarD","No","PowerShare, SuperRelease","USS","Yes","No","No","Yes","fixed 1:3 Ratio","Stringlist + Client Analyzer for Armadillo","Yes","SlotFocus"
"eMule Plus","eMule Plus","No","Release priority, JumpStart","No","No","No","No","Yes","1:3 < 4KB/s, 1:4 < 10KB/s","Yes","Yes","trickleSlots"
"Lphant","Lphant","No","?","No","?","Basic Support for Crumbs","?","?","No","No","Yes","?"
"MLDonkey","MLDonkey","No","Folder reserved slot + release file slot","Yes","No (No queue)","No","Uses a very low priority list instead","Similar Feature","About 1:4 below 10KB/s","No","Yes","Yes (user selects number of slots)"
"Shareaza","Shareaza","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Reward uploaders","Yes","Yes"
"xMule","xMule","No","No","No","No","No","No","No","No","No","Yes","No"
"Client","Client","Play While Downloading","PowerShare","Dynamic Upload","SUQWT","SubChunk Transfer","Drop Sources","Push Small files","ZZ Ratio","AntiLeech","IPFilter","Slot Control"
"Client","Client","IP to Country","Protocol Obfuscation","Handles files >4GB","Chat","Buddy list","Send FILERATING tags to servers","EndGame","AICH","L2HAC","Secure User ID","Global Searches","UPnP port mapping","Intelligent Chunk Selection","Lancast","HideOS / SotN"
"aMule","aMule","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No"
"eMule","Official","No","Yes","Yes","Yes","Yes","Yes","zz's Version","Yes","No","Yes","Yes","Yes","No","No","No"
"eMule","Osp","No","Yes","Yes","Yes","Yes","Yes","zz's Version","Yes","No","Yes","Yes","Yes","No","No","No"
"eMule","AnalyZZUL","No","Yes","Yes","Yes","Yes","Yes","zz's Version","Yes","No","Yes","Yes","Yes","No","No","No"
"eMule","beba","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Version 1","No","No"
"eMule","Magic Angel","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","Version 1","No","both"
"eMule","Mephisto","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","No","No","both"
"eMule","MorphXT","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","Version 1","No","both"
"eMule","NeoMule","Yes","Yes","Yes","Yes","Yes","Yes","own simplified implementation","Yes","Yes","Yes","Yes","Yes","Version 2","Version 2","own implementation"
"eMule","ScarAngel","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","No","No","both"
"eMule","SharkX","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","Version 1","No","No"
"eMule","Sivka","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Version 1","HideOS"
"eMule","Spike2","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","Version 1","No","No"
"eMule","StulleMule","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","Version 1","No","both"
"eMule","Xtreme","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","No","No","own implementation"
"eMule","X-Ray","Yes","Yes","Yes","Yes","Yes","Yes","DBR","Yes","Yes","Yes","Yes","Yes","Version 1","No","No"
"eMule","ZZUL","No","Yes","Yes","Yes","Yes","Yes","zz's Version","Yes","No","Yes","Yes","Yes","No","No","No"
"eMule","ZZUL BastarD","No","Yes","Yes","Yes","Yes","Yes","zz's Version","Yes","No","Yes","Yes","Yes","No","No","No"
"eMule Plus","eMule Plus","Yes","No","up to 512GB","Yes","Yes","Yes","?","No","Yes","Yes","Yes","No","Yes","Version 1","manual hiding"
"Lphant","Lphant","No","Yes","Yes","Yes","Yes","Yes","Yes","CCH (similar to ICH)","No","Yes","No","Yes","No","Version 1","No"
"MLDonkey","MLDonkey","Yes","No","Yes","Yes","Yes","?","No","Yes","No","Yes","Yes","Yes","No","No","No"
"Shareaza","Shareaza","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No"
"xMule","xMule","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No"
"Client","Client","IP to Country","Protocol Obfuscation","Handles files >4GB","Chat","Buddy list","Send FILERATING tags to servers","EndGame","AICH","L2HAC","Secure User ID","Global Searches","UPnP port mapping","Intelligent Chunk Selection","Lancast","HideOS / SotN"
"Client","Client","Website","Initial Release","Current Stable Version","Mod Based On"
"eDonkey2000","eDonkey2000","None","September 6, 2000; 14 years ago","1.4.6 (2006; 8 years ago)","-"
"aMule","aMule","","September 2003; 11 years ago","2.3.1 (November 11, 2011; 2 years ago)","-"
"eMule","Official","","May 13, 2002; 12 years ago","0.50a (April 7, 2010; 4 years ago)","-"
"eMule","Osp","","January 29, 2012; 2 years ago","0.23 (April 2, 2012; 2 years ago)","Official 0.50a"
"eMule","AnalyZZUL","","May 13, 2008; 6 years ago","3.0 (February 24, 2009; 5 years ago)","eMule 0.49c ZZUL"
"eMule","beba","","June 3, 2005; 9 years ago","2.72 (July 8, 2013; 14 months ago)","Official 0.50a"
"eMule","DreaMule","","2005; 9 years ago","v3.2 (July 21, 2008; 6 years ago)","-"
"eMule","Magic Angel","","February 21, 2006; 8 years ago","4.0 (February 13, 2011; 3 years ago)","eMule 0.50a MorphXT 12.6"
"eMule","Mephisto","","October 18, 2007; 6 years ago","3.0 (April 10, 2011; 3 years ago)","eMule 0.50a ScarAngel 4.0"
"eMule","MorphXT","","January 23, 2003; 11 years ago","12.7 (November 21, 2012; 22 months ago)","Official 0.50a"
"eMule","NeoMule","","February 22, 2004; 10 years ago","4.55a (August 23, 2008; 6 years ago)","Official 0.49b"
"eMule","ScarAngel","","April 2, 2005; 9 years ago","4.2 (June 22, 2011; 3 years ago)","eMule 0.50a Xtreme 8.1"
"eMule","SharkX","","?","February 18, 2011; 3 years ago2.0","eMule 0.49c AcKroNiC 5.4"
"eMule","Sivka","","?","January 22, 2009; 5 years ago19b1","Official 0.49b"
"eMule","Spike2","","?","September 19, 2007; 7 years ago1.2","Official 0.48a"
"eMule","StulleMule","","April 22, 2005; 9 years ago","7.0 (December 25, 2010; 3 years ago)","eMule 0.50a MorphXT 12.6"
"eMule","Xtreme","","2004; 10 years ago","8.1 (March 4, 2011; 3 years ago)","Official 0.50a"
"eMule","X-Ray","","December 23, 2006; 7 years ago","1.7 (July 18, 2009; 5 years ago)","Official 0.49c"
"eMule","ZZUL","","?","20090222-2320 (February 22, 2009; 5 years ago)","Official 0.49c"
"eMule","ZZUL BastarD","","November 28, 2004; 9 years ago","1.9.10 (November 9, 2009; 4 years ago)","eMule 0.49c ZZUL"
"eMule Plus","eMule Plus","","October 2002; 12 years ago","1.2e (April 18, 2009; 5 years ago)","Old official eMule + own code"
"iMule","iMule","","2003; 11 years ago","2.3.2.3 (May 3, 2013)","-"
"JMule","JMule","","September 21, 2002; 12 years ago","0.5.8 (January 13, 2010; 4 years ago)","-"
"Jubster","Jubster","None","?","3.1.0 (October 30, 2005; 8 years ago)","-"
"lMule","lMule","","January 2003; 11 years ago","1.2.1 (April 27, 2003; 11 years ago)","-"
"Lphant","Lphant","None","2006; 8 years ago","3.51 (March 3, 2009; 5 years ago)","-"
"MLDonkey","MLDonkey","","January 23, 2003; 11 years ago","3.1.5 (March 22, 2014; 6 months ago)","-"
"Morpheus","Morpheus","None","2001; 13 years ago","5.55.1 (November 15, 2007; 6 years ago)","-"
"Shareaza","Shareaza","","2002; 12 years ago","2.7.7.0 (September 14, 2014; 26 days ago)","-"
"xMule","xMule","","June 2003; 11 years ago","1.13.7 RC1 (September 11, 2006; 8 years ago)","-"
"Client","Client","Website","Initial Release","Current Stable Version","Mod Based On"